remark: d1.cpp:91:20: Loop 'VITIS_LOOP_91_10' is marked as complete unroll implied by the pipeline pragma
remark: d1.cpp:95:27: Loop 'VITIS_LOOP_95_11' is marked as complete unroll implied by the pipeline pragma
remark: d1.cpp:98:20: Loop 'VITIS_LOOP_98_12' is marked as complete unroll implied by the pipeline pragma
remark: d1.cpp:65:19: Loop 'VITIS_LOOP_65_6' is marked as complete unroll implied by the pipeline pragma
remark: d1.cpp:72:24: Loop 'VITIS_LOOP_72_7' is marked as complete unroll implied by the pipeline pragma
remark: d1.cpp:75:19: Loop 'VITIS_LOOP_75_8' is marked as complete unroll implied by the pipeline pragma
remark: d1.cpp:40:19: Loop 'VITIS_LOOP_40_2' is marked as complete unroll implied by the pipeline pragma
remark: d1.cpp:44:26: Loop 'VITIS_LOOP_44_3' is marked as complete unroll implied by the pipeline pragma
remark: d1.cpp:47:19: Loop 'VITIS_LOOP_47_4' is marked as complete unroll implied by the pipeline pragma
remark: d1.cpp:15:11: Applying array_partition to 'out1_w': Complete partitioning on dimension 1.
remark: d1.cpp:24:2: Sequential read of length 16 has been inferred _XLX_SEP_ arg1777seqarg1 mem ARRAY_1_READ d1.cpp:24:2 test(unsigned int*, unsigned int*, unsigned int*)  _XLX_SEP_ loadreadfor.inc.load.37
remark: d1.cpp:31:2: Sequential read of length 16 has been inferred _XLX_SEP_ arg2778seqarg2 mem ARRAY_2_READ d1.cpp:31:2 test(unsigned int*, unsigned int*, unsigned int*)  _XLX_SEP_ loadreadfor.inc12.load.37
remark: d1.cpp:149:2: Sequential write of length 16 has been inferred _XLX_SEP_ out1779seqout1 mem ARRAY_WRITE d1.cpp:149:2 test(unsigned int*, unsigned int*, unsigned int*)  _XLX_SEP_ storewritefor.inc3478.store.6
remark: d1.cpp:149:2: Could not widen since type i32 size is greater than or equal to the max_widen_bitwidth threshold of 0 _XLX_SEP_ callwriteout1779seqout1 mem ARRAY_WRITE d1.cpp:149:2 test(unsigned int*, unsigned int*, unsigned int*) 
remark: d1.cpp:31:2: Could not widen since type i32 size is greater than or equal to the max_widen_bitwidth threshold of 0 _XLX_SEP_ callreadarg2778seqarg2 mem ARRAY_2_READ d1.cpp:31:2 test(unsigned int*, unsigned int*, unsigned int*) 
remark: d1.cpp:24:2: Could not widen since type i32 size is greater than or equal to the max_widen_bitwidth threshold of 0 _XLX_SEP_ callreadarg1777seqarg1 mem ARRAY_1_READ d1.cpp:24:2 test(unsigned int*, unsigned int*, unsigned int*) 
remark: d1.cpp:24:2: Multiple burst reads of length 16 and bit width 32 has been inferred. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings. _XLX_SEP_ seq mem ARRAY_1_READ d1.cpp:24:2 test(unsigned int*, unsigned int*, unsigned int*) 
remark: d1.cpp:24:2: Multiple burst reads of length 16 and bit width 32 in loop 'ARRAY_1_READ'(d1.cpp:24:2) has been inferred on bundle 'mem'. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings.
remark: d1.cpp:31:2: Multiple burst reads of length 16 and bit width 32 has been inferred. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings. _XLX_SEP_ seq1 mem ARRAY_2_READ d1.cpp:31:2 test(unsigned int*, unsigned int*, unsigned int*) 
remark: d1.cpp:31:2: Multiple burst reads of length 16 and bit width 32 in loop 'ARRAY_2_READ'(d1.cpp:31:2) has been inferred on bundle 'mem'. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings.
remark: d1.cpp:149:2: Multiple burst writes of length 16 and bit width 32 has been inferred. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings. _XLX_SEP_ seq2 mem ARRAY_WRITE d1.cpp:149:2 test(unsigned int*, unsigned int*, unsigned int*) 
remark: d1.cpp:149:2: Multiple burst writes of length 16 and bit width 32 in loop 'ARRAY_WRITE'(d1.cpp:149:2) has been inferred on bundle 'mem'. These burst requests might be further partitioned into multiple requests during RTL generation, based on max_read_burst_length or max_write_burst_length settings.
===-------------------------------------------------------------------------===
                         Miscellaneous Ungrouped Timers
===-------------------------------------------------------------------------===

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  --- Name ---
   1.3057 (100.0%)   0.0286 (100.0%)   1.3343 (100.0%)   1.3384 (100.0%)  Code Generation Time
   1.3057 (100.0%)   0.0286 (100.0%)   1.3343 (100.0%)   1.3384 (100.0%)  Total

===-------------------------------------------------------------------------===
                      ... Pass execution timing report ...
===-------------------------------------------------------------------------===
  Total Execution Time: 1.2928 seconds (1.2964 wall clock)

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  --- Name ---
   0.1514 ( 12.0%)   0.0002 (  0.7%)   0.1516 ( 11.7%)   0.1519 ( 11.7%)  Remove redundant instructions
   0.0930 (  7.4%)   0.0000 (  0.0%)   0.0930 (  7.2%)   0.0932 (  7.2%)  Remove redundant instructions
   0.0877 (  6.9%)   0.0020 (  7.2%)   0.0898 (  6.9%)   0.0901 (  6.9%)  Reflow pragma unroll loops
   0.0497 (  3.9%)   0.0000 (  0.0%)   0.0498 (  3.8%)   0.0499 (  3.8%)  Global Value Numbering
   0.0326 (  2.6%)   0.0005 (  1.9%)   0.0332 (  2.6%)   0.0333 (  2.6%)  Induction Variable Simplification
   0.0277 (  2.2%)   0.0000 (  0.0%)   0.0277 (  2.1%)   0.0278 (  2.1%)  MemSSAOpt - Memory SSA based optimizations
   0.0264 (  2.1%)   0.0000 (  0.0%)   0.0264 (  2.0%)   0.0264 (  2.0%)  Global Value Numbering
   0.0259 (  2.0%)   0.0000 (  0.0%)   0.0259 (  2.0%)   0.0260 (  2.0%)  Global Value Numbering
   0.0243 (  1.9%)   0.0000 (  0.0%)   0.0243 (  1.9%)   0.0244 (  1.9%)  Global Value Numbering
   0.0241 (  1.9%)   0.0000 (  0.0%)   0.0241 (  1.9%)   0.0242 (  1.9%)  Global Value Numbering
   0.0241 (  1.9%)   0.0000 (  0.1%)   0.0241 (  1.9%)   0.0242 (  1.9%)  Global Value Numbering
   0.0240 (  1.9%)   0.0000 (  0.0%)   0.0240 (  1.9%)   0.0241 (  1.9%)  Global Value Numbering
   0.0238 (  1.9%)   0.0000 (  0.0%)   0.0238 (  1.8%)   0.0239 (  1.8%)  Global Value Numbering
   0.0236 (  1.9%)   0.0000 (  0.0%)   0.0236 (  1.8%)   0.0237 (  1.8%)  Global Value Numbering
   0.0236 (  1.9%)   0.0000 (  0.0%)   0.0236 (  1.8%)   0.0237 (  1.8%)  Global Value Numbering
   0.0236 (  1.9%)   0.0000 (  0.0%)   0.0236 (  1.8%)   0.0237 (  1.8%)  Global Value Numbering
   0.0125 (  1.0%)   0.0000 (  0.0%)   0.0125 (  1.0%)   0.0125 (  1.0%)  Loop Invariant Code Motion
   0.0118 (  0.9%)   0.0000 (  0.0%)   0.0118 (  0.9%)   0.0119 (  0.9%)  AlignMemory - Align memory accesses
   0.0108 (  0.9%)   0.0000 (  0.0%)   0.0108 (  0.8%)   0.0108 (  0.8%)  Global Value Numbering
   0.0100 (  0.8%)   0.0000 (  0.0%)   0.0100 (  0.8%)   0.0100 (  0.8%)  Early GVN Hoisting of Expressions
   0.0080 (  0.6%)   0.0010 (  3.4%)   0.0090 (  0.7%)   0.0090 (  0.7%)  Generate HLS compatible IR
   0.0079 (  0.6%)   0.0009 (  3.4%)   0.0089 (  0.7%)   0.0089 (  0.7%)  AlignMemory - Align memory accesses
   0.0085 (  0.7%)   0.0000 (  0.0%)   0.0085 (  0.7%)   0.0085 (  0.7%)  AlignMemory - Align memory accesses
   0.0082 (  0.7%)   0.0000 (  0.0%)   0.0082 (  0.6%)   0.0083 (  0.6%)  AlignMemory - Align memory accesses
   0.0082 (  0.6%)   0.0000 (  0.1%)   0.0082 (  0.6%)   0.0082 (  0.6%)  AlignMemory - Align memory accesses
   0.0080 (  0.6%)   0.0000 (  0.0%)   0.0080 (  0.6%)   0.0080 (  0.6%)  Lower intermediate type generated by HLSGen
   0.0079 (  0.6%)   0.0000 (  0.0%)   0.0079 (  0.6%)   0.0079 (  0.6%)  Undecay arrays
   0.0069 (  0.5%)   0.0000 (  0.0%)   0.0069 (  0.5%)   0.0070 (  0.5%)  Memory SSA
   0.0063 (  0.5%)   0.0000 (  0.0%)   0.0063 (  0.5%)   0.0064 (  0.5%)  Synthesis checker
   0.0061 (  0.5%)   0.0000 (  0.0%)   0.0061 (  0.5%)   0.0061 (  0.5%)  Global Value Numbering
   0.0059 (  0.5%)   0.0000 (  0.0%)   0.0059 (  0.5%)   0.0059 (  0.5%)  Combine redundant instructions
   0.0046 (  0.4%)   0.0010 (  3.5%)   0.0056 (  0.4%)   0.0056 (  0.4%)  Memory Summary
   0.0055 (  0.4%)   0.0000 (  0.0%)   0.0055 (  0.4%)   0.0055 (  0.4%)  Value Propagation
   0.0045 (  0.4%)   0.0009 (  3.3%)   0.0054 (  0.4%)   0.0054 (  0.4%)  Straight line strength reduction
   0.0053 (  0.4%)   0.0000 (  0.0%)   0.0053 (  0.4%)   0.0053 (  0.4%)  Combine redundant instructions
   0.0049 (  0.4%)   0.0000 (  0.0%)   0.0049 (  0.4%)   0.0049 (  0.4%)  Detach IR Wrapper
   0.0049 (  0.4%)   0.0000 (  0.0%)   0.0049 (  0.4%)   0.0049 (  0.4%)  DefaultInterfaceBuilderNew - Build Default Top Interface
   0.0044 (  0.3%)   0.0000 (  0.0%)   0.0044 (  0.3%)   0.0044 (  0.3%)  ArrayPartition - Partition Arrays into Banks
   0.0040 (  0.3%)   0.0000 (  0.0%)   0.0040 (  0.3%)   0.0041 (  0.3%)  Combine redundant instructions
   0.0039 (  0.3%)   0.0000 (  0.0%)   0.0039 (  0.3%)   0.0039 (  0.3%)  Array out of bound check
   0.0007 (  0.1%)   0.0031 ( 11.1%)   0.0038 (  0.3%)   0.0038 (  0.3%)  Automatic array partition transformation
   0.0038 (  0.3%)   0.0000 (  0.0%)   0.0038 (  0.3%)   0.0038 (  0.3%)  Induction Variable Simplification
   0.0037 (  0.3%)   0.0000 (  0.0%)   0.0037 (  0.3%)   0.0037 (  0.3%)  Early GVN Hoisting of Expressions
   0.0034 (  0.3%)   0.0000 (  0.0%)   0.0034 (  0.3%)   0.0034 (  0.3%)  Global Value Numbering
   0.0033 (  0.3%)   0.0000 (  0.0%)   0.0033 (  0.3%)   0.0033 (  0.3%)  Simplify the CFG
   0.0032 (  0.3%)   0.0000 (  0.0%)   0.0032 (  0.2%)   0.0032 (  0.2%)  Global Value Numbering
   0.0032 (  0.2%)   0.0000 (  0.0%)   0.0032 (  0.2%)   0.0032 (  0.2%)  Global Value Numbering
   0.0031 (  0.2%)   0.0000 (  0.0%)   0.0031 (  0.2%)   0.0031 (  0.2%)  Induction Variable Simplification
   0.0031 (  0.2%)   0.0000 (  0.0%)   0.0031 (  0.2%)   0.0031 (  0.2%)  Induction Variable Simplification
   0.0031 (  0.2%)   0.0000 (  0.0%)   0.0031 (  0.2%)   0.0031 (  0.2%)  Induction Variable Simplification
   0.0011 (  0.1%)   0.0019 (  6.9%)   0.0031 (  0.2%)   0.0031 (  0.2%)  Auto automatic array partition analysis
   0.0030 (  0.2%)   0.0000 (  0.0%)   0.0030 (  0.2%)   0.0030 (  0.2%)  Induction Variable Simplification
   0.0020 (  0.2%)   0.0009 (  3.4%)   0.0030 (  0.2%)   0.0030 (  0.2%)  Merge accesses
   0.0029 (  0.2%)   0.0000 (  0.0%)   0.0029 (  0.2%)   0.0030 (  0.2%)  Global Value Numbering
   0.0029 (  0.2%)   0.0000 (  0.0%)   0.0029 (  0.2%)   0.0029 (  0.2%)  Combine redundant instructions
   0.0029 (  0.2%)   0.0000 (  0.0%)   0.0029 (  0.2%)   0.0029 (  0.2%)  Induction Variable Simplification
   0.0009 (  0.1%)   0.0020 (  7.1%)   0.0028 (  0.2%)   0.0028 (  0.2%)  Auto automatic array partition analysis
   0.0018 (  0.1%)   0.0009 (  3.4%)   0.0027 (  0.2%)   0.0027 (  0.2%)  Bitcode for HLS
   0.0027 (  0.2%)   0.0000 (  0.0%)   0.0027 (  0.2%)   0.0027 (  0.2%)  Jump Threading
   0.0027 (  0.2%)   0.0000 (  0.0%)   0.0027 (  0.2%)   0.0027 (  0.2%)  Global Value Numbering
   0.0026 (  0.2%)   0.0000 (  0.0%)   0.0026 (  0.2%)   0.0026 (  0.2%)  Collect complexity metrics for FE reflow
   0.0025 (  0.2%)   0.0000 (  0.0%)   0.0025 (  0.2%)   0.0025 (  0.2%)  Simple constant propagation
   0.0025 (  0.2%)   0.0000 (  0.0%)   0.0025 (  0.2%)   0.0025 (  0.2%)  Infer nuw/nsw flags for instructions
   0.0025 (  0.2%)   0.0000 (  0.0%)   0.0025 (  0.2%)   0.0025 (  0.2%)  Early GVN Hoisting of Expressions
   0.0024 (  0.2%)   0.0000 (  0.0%)   0.0024 (  0.2%)   0.0025 (  0.2%)  Value Propagation
   0.0024 (  0.2%)   0.0000 (  0.0%)   0.0024 (  0.2%)   0.0024 (  0.2%)  Value Propagation
   0.0024 (  0.2%)   0.0000 (  0.0%)   0.0024 (  0.2%)   0.0024 (  0.2%)  AccessGroup - Group the memory access for the same object
   0.0024 (  0.2%)   0.0000 (  0.0%)   0.0024 (  0.2%)   0.0024 (  0.2%)  Value Propagation
   0.0024 (  0.2%)   0.0000 (  0.0%)   0.0024 (  0.2%)   0.0024 (  0.2%)  Value Propagation
   0.0024 (  0.2%)   0.0000 (  0.0%)   0.0024 (  0.2%)   0.0024 (  0.2%)  Value Propagation
   0.0024 (  0.2%)   0.0000 (  0.0%)   0.0024 (  0.2%)   0.0024 (  0.2%)  Value Propagation
   0.0023 (  0.2%)   0.0000 (  0.0%)   0.0023 (  0.2%)   0.0023 (  0.2%)  Combine redundant instructions
   0.0023 (  0.2%)   0.0000 (  0.0%)   0.0023 (  0.2%)   0.0023 (  0.2%)  Infer nuw/nsw flags for instructions
   0.0022 (  0.2%)   0.0000 (  0.0%)   0.0022 (  0.2%)   0.0022 (  0.2%)  Combine redundant instructions
   0.0012 (  0.1%)   0.0010 (  3.5%)   0.0022 (  0.2%)   0.0022 (  0.2%)  Aggressive Dead Code Elimination
   0.0021 (  0.2%)   0.0000 (  0.0%)   0.0021 (  0.2%)   0.0021 (  0.2%)  Aggressive Dead Code Elimination
   0.0012 (  0.1%)   0.0010 (  3.4%)   0.0021 (  0.2%)   0.0021 (  0.2%)  Memory Summary
   0.0021 (  0.2%)   0.0000 (  0.0%)   0.0021 (  0.2%)   0.0021 (  0.2%)  Remove redundant instructions
   0.0021 (  0.2%)   0.0000 (  0.0%)   0.0021 (  0.2%)   0.0021 (  0.2%)  Combine redundant instructions
   0.0021 (  0.2%)   0.0000 (  0.0%)   0.0021 (  0.2%)   0.0021 (  0.2%)  Infer nuw/nsw flags for instructions
   0.0020 (  0.2%)   0.0000 (  0.0%)   0.0020 (  0.2%)   0.0020 (  0.2%)  Infer nuw/nsw flags for instructions
   0.0020 (  0.2%)   0.0000 (  0.0%)   0.0020 (  0.2%)   0.0020 (  0.2%)  Memory SSA
   0.0020 (  0.2%)   0.0000 (  0.0%)   0.0020 (  0.2%)   0.0020 (  0.2%)  Memory Summary
   0.0013 (  0.1%)   0.0006 (  2.2%)   0.0019 (  0.2%)   0.0019 (  0.2%)  Loop Invariant Code Motion
   0.0019 (  0.2%)   0.0000 (  0.0%)   0.0019 (  0.1%)   0.0019 (  0.1%)  Global Value Numbering
   0.0001 (  0.0%)   0.0018 (  6.6%)   0.0019 (  0.1%)   0.0019 (  0.1%)  Auto automatic array partition analysis
   0.0019 (  0.2%)   0.0000 (  0.0%)   0.0019 (  0.1%)   0.0019 (  0.1%)  Memory SSA
   0.0009 (  0.1%)   0.0010 (  3.5%)   0.0019 (  0.1%)   0.0019 (  0.1%)  PredicateAnalyzer - Predidate Analysis
   0.0019 (  0.1%)   0.0000 (  0.0%)   0.0019 (  0.1%)   0.0019 (  0.1%)  Auto automatic array partition analysis
   0.0019 (  0.1%)   0.0000 (  0.0%)   0.0019 (  0.1%)   0.0019 (  0.1%)  Early GVN Hoisting of Expressions
   0.0019 (  0.1%)   0.0000 (  0.0%)   0.0019 (  0.1%)   0.0019 (  0.1%)  Early GVN Hoisting of Expressions
   0.0018 (  0.1%)   0.0000 (  0.0%)   0.0018 (  0.1%)   0.0019 (  0.1%)  Global Value Numbering
   0.0018 (  0.1%)   0.0000 (  0.0%)   0.0018 (  0.1%)   0.0018 (  0.1%)  Global Value Numbering
   0.0018 (  0.1%)   0.0000 (  0.0%)   0.0018 (  0.1%)   0.0018 (  0.1%)  Loop Invariant Code Motion
   0.0018 (  0.1%)   0.0000 (  0.0%)   0.0018 (  0.1%)   0.0018 (  0.1%)  Loop Invariant Code Motion
   0.0018 (  0.1%)   0.0000 (  0.0%)   0.0018 (  0.1%)   0.0018 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Early GVN Hoisting of Expressions
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Analyze sequential accesses
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Memory SSA
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Early GVN Hoisting of Expressions
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Global Value Numbering
   0.0017 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Remove redundant instructions
   0.0016 (  0.1%)   0.0000 (  0.0%)   0.0017 (  0.1%)   0.0017 (  0.1%)  Remove redundant instructions
   0.0016 (  0.1%)   0.0000 (  0.0%)   0.0016 (  0.1%)   0.0017 (  0.1%)  Remove redundant instructions
   0.0016 (  0.1%)   0.0000 (  0.1%)   0.0016 (  0.1%)   0.0016 (  0.1%)  Global Value Numbering
   0.0016 (  0.1%)   0.0000 (  0.0%)   0.0016 (  0.1%)   0.0016 (  0.1%)  Memory SSA
   0.0016 (  0.1%)   0.0000 (  0.0%)   0.0016 (  0.1%)   0.0016 (  0.1%)  Remove redundant instructions
   0.0016 (  0.1%)   0.0000 (  0.0%)   0.0016 (  0.1%)   0.0016 (  0.1%)  Early GVN Hoisting of Expressions
   0.0016 (  0.1%)   0.0000 (  0.0%)   0.0016 (  0.1%)   0.0016 (  0.1%)  Early GVN Hoisting of Expressions
   0.0016 (  0.1%)   0.0000 (  0.0%)   0.0016 (  0.1%)   0.0016 (  0.1%)  Infer nuw/nsw flags for instructions
   0.0015 (  0.1%)   0.0000 (  0.0%)   0.0015 (  0.1%)   0.0015 (  0.1%)  Remove redundant instructions
   0.0015 (  0.1%)   0.0000 (  0.0%)   0.0015 (  0.1%)   0.0015 (  0.1%)  Infer nuw/nsw flags for instructions
   0.0015 (  0.1%)   0.0000 (  0.0%)   0.0015 (  0.1%)   0.0015 (  0.1%)  Early GVN Hoisting of Expressions
   0.0015 (  0.1%)   0.0000 (  0.0%)   0.0015 (  0.1%)   0.0015 (  0.1%)  Remove redundant instructions
   0.0015 (  0.1%)   0.0000 (  0.0%)   0.0015 (  0.1%)   0.0015 (  0.1%)  Remove redundant instructions
   0.0015 (  0.1%)   0.0000 (  0.0%)   0.0015 (  0.1%)   0.0015 (  0.1%)  Remove redundant instructions
   0.0015 (  0.1%)   0.0000 (  0.0%)   0.0015 (  0.1%)   0.0015 (  0.1%)  Remove redundant instructions
   0.0015 (  0.1%)   0.0000 (  0.0%)   0.0015 (  0.1%)   0.0015 (  0.1%)  Remove redundant instructions
   0.0015 (  0.1%)   0.0000 (  0.0%)   0.0015 (  0.1%)   0.0015 (  0.1%)  Global Value Numbering
   0.0005 (  0.0%)   0.0009 (  3.3%)   0.0014 (  0.1%)   0.0014 (  0.1%)  Dominator Tree Construction
   0.0014 (  0.1%)   0.0000 (  0.0%)   0.0014 (  0.1%)   0.0014 (  0.1%)  PredicateAnalyzer - Predidate Analysis
   0.0014 (  0.1%)   0.0000 (  0.0%)   0.0014 (  0.1%)   0.0014 (  0.1%)  Combine redundant instructions
   0.0014 (  0.1%)   0.0000 (  0.0%)   0.0014 (  0.1%)   0.0013 (  0.1%)  Dominator Tree Construction
   0.0013 (  0.1%)   0.0000 (  0.1%)   0.0013 (  0.1%)   0.0013 (  0.1%)  Combine redundant instructions
   0.0013 (  0.1%)   0.0000 (  0.0%)   0.0013 (  0.1%)   0.0013 (  0.1%)  Combine redundant instructions
   0.0013 (  0.1%)   0.0000 (  0.0%)   0.0013 (  0.1%)   0.0013 (  0.1%)  Combine redundant instructions
   0.0013 (  0.1%)   0.0000 (  0.1%)   0.0013 (  0.1%)   0.0013 (  0.1%)  Automatic data reuse optimization
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Dead Store Elimination
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Combine redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Generate IR Wrapper
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Combine redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Combine redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Combine redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Combine redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Combine redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.1%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Remove redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Memory SSA
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Combine redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Automatically infer occurrence information
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Combine redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Dominator Tree Construction
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Remove redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Dominator Tree Construction
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Combine redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Remove redundant instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Infer nuw/nsw flags for instructions
   0.0012 (  0.1%)   0.0000 (  0.0%)   0.0012 (  0.1%)   0.0012 (  0.1%)  Combine redundant instructions
   0.0011 (  0.1%)   0.0000 (  0.0%)   0.0011 (  0.1%)   0.0012 (  0.1%)  Remove redundant instructions
   0.0011 (  0.1%)   0.0000 (  0.0%)   0.0011 (  0.1%)   0.0011 (  0.1%)  Memory SSA
   0.0011 (  0.1%)   0.0000 (  0.0%)   0.0011 (  0.1%)   0.0011 (  0.1%)  Combine redundant instructions
   0.0011 (  0.1%)   0.0000 (  0.1%)   0.0011 (  0.1%)   0.0011 (  0.1%)  Interprocedural Sparse Conditional Constant Propagation
